user	item	rating
5987	32765	1
5987	54276	1
5987	68423	1
5987	50859	1
5987	53858	1
5987	75210	1
5987	23136	1
5987	76478	1
5987	70433	1
5987	73262	1
5984	47681	1
5984	1907	1
5984	47747	1
5984	74601	1
5984	76137	1
5984	26692	1
5984	7324	1
5984	61790	1
5984	42713	1
5984	12542	1
5984	53881	1
5984	58568	1
5984	9152	1
5984	65036	1
5984	8733	1
5984	19215	1
5984	44933	1
5984	15510	1
5984	20062	1
5984	51735	1
5985	48546	1
5985	2259	1
5985	20286	1
6796	62976	1
6796	81747	1
6796	53127	1
6796	17948	1
6796	81476	1
6796	40564	1
6796	2267	1
6796	55579	1
6797	63888	1
6797	59361	1
6797	4955	1
6797	69103	1
6797	40540	1
6797	32693	1
6797	9784	1
6797	77937	1
6797	2398	1
6797	81575	1
6794	52251	1
6794	79620	1
6794	72630	1
6794	81700	1
6794	27295	1
6795	7252	1
6795	7883	1
6795	62594	1
6795	68616	1
6795	69088	1
6795	52778	1
6795	21423	1
6792	34313	1
6792	64505	1
6792	32312	1
6792	10845	1
6792	33044	1
6792	66408	1
6793	57065	1
6793	78146	1
6793	7744	1
6793	44176	1
6793	67717	1
6793	20306	1
6790	30674	1
6790	46892	1
6790	51756	1
6790	81201	1
6790	11625	1
6790	18024	1
6790	76502	1
6790	45350	1
6790	18103	1
6790	1594	1
6790	28913	1
6790	24376	1
6790	37375	1
6790	64045	1
6790	67262	1
6790	58053	1
6790	34154	1
6790	38889	1
6790	37469	1
6790	19886	1
6790	64898	1
6790	56528	1
6790	32551	1
6790	56532	1
6790	60968	1
6790	65736	1
6790	58156	1
6790	81456	1
6790	82057	1
6790	3362	1
6790	73692	1
6790	19973	1
6790	19988	1
6790	41410	1
6790	37601	1
6790	45592	1
6790	69026	1
6790	67497	1
6790	56669	1
6790	57606	1
6790	15113	1
6790	32749	1
6790	20078	1
6790	11905	1
6790	6719	1
6790	76130	1
6790	59841	1
6790	59846	1
6790	1959	1
6790	15178	1
6790	76955	1
6790	18069	1
6790	6822	1
6790	73917	1
6790	11921	1
6790	20219	1
6790	32907	1
6790	34565	1
6790	6866	1
6790	35236	1
6790	6871	1
6790	2081	1
6790	5366	1
6790	5373	1
6790	49075	1
6790	32963	1
6790	3543	1
6790	4334	1
6790	26957	1
6790	18098	1
6790	34677	1
6790	1588	1
6790	4514	1
6790	66158	1
6790	2235	1
6790	19543	1
6790	74118	1
6790	14619	1
6790	70983	1
6790	45932	1
6790	12176	1
6790	14942	1
6790	57998	1
6790	10539	1
6790	34824	1
6790	31416	1
6790	71057	1
6790	19506	1
6790	21944	1
6790	46038	1
6790	71099	1
6790	8825	1
6790	12287	1
6790	7181	1
6790	22002	1
6790	46094	1
6790	7207	1
6790	28159	1
6790	18891	1
6790	80463	1
6790	18893	1
6790	7253	1
6790	55592	1
6790	77375	1
6790	77387	1
6790	33305	1
6790	34668	1
6790	41340	1
6790	18959	1
6790	18961	1
6790	71751	1
6790	10753	1
6790	10756	1
6790	4159	1
6790	26737	1
6790	41399	1
6790	61802	1
6790	55683	1
6790	20112	1
6790	41431	1
6790	64909	1
6790	49572	1
6790	18395	1
6790	57373	1
6790	58899	1
6790	36781	1
6790	12550	1
6790	49770	1
6790	9130	1
6790	41078	1
6790	48026	1
6790	35174	1
6790	79106	1
6790	60886	1
6790	48046	1
6790	19174	1
6790	69778	1
6790	35212	1
6790	30121	1
6790	10933	1
6790	14594	1
6790	48107	1
6790	4344	1
6790	1084	1
6790	30158	1
6790	64885	1
6790	73031	1
6790	12667	1
6790	4365	1
6790	28473	1
6790	19268	1
6790	73080	1
6790	4415	1
6790	6521	1
6790	38407	1
6790	73133	1
6790	14332	1
6790	30284	1
6790	43425	1
6790	9243	1
6790	4519	1
6790	16860	1
6790	69976	1
6790	79297	1
6790	80849	1
6790	1704	1
6790	80863	1
6790	23375	1
6790	62133	1
6790	77898	1
6790	45990	1
6790	51517	1
6790	36029	1
6790	4633	1
6790	26338	1
6790	37145	1
6790	58868	1
6790	50896	1
6790	54600	1
6790	66936	1
6790	11304	1
6790	58090	1
6790	19526	1
6790	17867	1
6790	64953	1
6790	12985	1
6790	12986	1
6790	60888	1
6790	81090	1
6790	60896	1
6790	46801	1
6790	37216	1
6790	16256	1
6790	81111	1
6790	6346	1
6790	22688	1
6790	11387	1
6790	31168	1
6790	46856	1
6790	42040	1
6791	19989	1
6791	13811	1
6791	38347	1
6791	22985	1
6791	19804	1
6791	37010	1
6791	4301	1
6791	8866	1
6791	1864	1
6791	32251	1
6791	42900	1
6791	4550	1
6791	32172	1
6791	80562	1
6791	51674	1
6798	82001	1
6798	53079	1
6798	42201	1
6798	55221	1
6798	77326	1
6798	41590	1
6798	35923	1
6798	35346	1
6799	20201	1
6799	1920	1
6799	17919	1
6799	5477	1
6799	28652	1
6799	40572	1
6294	38721	1
6294	60645	1
6294	36081	1
6294	16379	1
6294	6802	1
6294	59543	1
6294	69962	1
6294	67653	1
6294	59470	1
6294	66370	1
6294	25549	1
6294	10283	1
6294	29919	1
6294	49105	1
6294	20329	1
6294	68523	1
6294	44250	1
6294	26061	1
6294	73306	1
6294	35523	1
6294	22945	1
6294	56576	1
6294	2229	1
6294	53523	1
6294	9150	1
6294	24909	1
6294	15042	1
6294	67433	1
6294	43667	1
6294	46791	1
6294	50830	1
6294	646	1
6294	74153	1
6294	47609	1
6294	18733	1
6294	56651	1
6294	683	1
6294	66625	1
6294	53861	1
6294	29307	1
270	28901	1
270	9281	1
270	22727	1
270	65512	1
270	3418	1
270	76792	1
270	7185	1
270	12305	1
270	3598	1
270	46108	1
270	18864	1
270	70313	1
270	48637	1
270	48236	1
270	31731	1
270	37771	1
270	9831	1
270	64777	1
270	45982	1
270	64597	1
270	11915	1
270	4088	1
270	74292	1
270	46623	1
270	51453	1
270	69992	1
270	11961	1
270	49509	1
270	66395	1
270	30376	1
270	79753	1
270	20269	1
270	65660	1
270	42879	1
270	36256	1
270	7249	1
270	1330	1
270	19421	1
270	74033	1
270	2147	1
270	67753	1
270	29620	1
270	61551	1
270	4652	1
270	62945	1
270	8640	1
270	58880	1
270	5834	1
270	26090	1
270	69329	1
270	81021	1
270	19404	1
270	50775	1
270	36809	1
270	15847	1
270	1785	1
270	67439	1
270	61558	1
270	51268	1
270	67640	1
270	10272	1
270	66501	1
270	71842	1
270	24621	1
270	23042	1
270	50499	1
270	41159	1
270	39518	1
271	17988	1
271	24235	1
271	35682	1
271	32303	1
271	1490	1
271	70261	1
271	46927	1
271	50151	1
271	9769	1
271	8066	1
271	32398	1
271	3205	1
271	9836	1
271	79725	1
271	6482	1
271	43877	1
271	54930	1
271	64066	1
271	64072	1
271	1649	1
271	53417	1
271	64091	1
271	29089	1
271	37437	1
271	19859	1
271	78075	1
271	14924	1
271	73692	1
271	24549	1
271	35937	1
271	76743	1
271	56626	1
271	38655	1
271	59754	1
271	8356	1
271	32736	1
271	44089	1
271	55183	1
271	16787	1
271	64339	1
271	6758	1
271	72293	1
271	1955	1
271	76934	1
271	20174	1
271	36150	1
271	62881	1
271	73923	1
271	67642	1
271	81259	1
271	39221	1
271	6879	1
271	73962	1
271	66022	1
271	16407	1
271	55360	1
271	20359	1
271	74070	1
271	7018	1
271	36364	1
271	580	1
271	29583	1
271	72533	1
271	75556	1
271	18626	1
271	2278	1
271	70998	1
271	6689	1
271	49254	1
271	5547	1
271	52479	1
271	10513	1
271	63109	1
271	29699	1
271	67939	1
271	46019	1
271	47652	1
271	39532	1
271	44094	1
271	7162	1
271	67994	1
271	74228	1
271	7188	1
271	15572	1
271	25100	1
271	31487	1
271	57206	1
271	54067	1
271	31518	1
271	23543	1
271	66351	1
271	63256	1
271	54615	1
271	49494	1
271	18944	1
271	7300	1
271	80539	1
271	52702	1
271	21568	1
271	72843	1
271	64891	1
271	58847	1
271	32483	1
271	64080	1
271	22184	1
271	7402	1
271	69667	1
271	14128	1
271	19964	1
271	62825	1
271	14156	1
271	58902	1
271	54220	1
271	7475	1
271	60511	1
271	77591	1
271	34463	1
271	36817	1
271	54263	1
271	54280	1
271	35211	1
271	5937	1
271	23785	1
271	35258	1
271	33602	1
271	31847	1
271	43313	1
271	9289	1
271	79200	1
271	74141	1
271	81109	1
271	68388	1
271	25503	1
271	46589	1
271	41751	1
271	5869	1
271	25518	1
271	22493	1
271	41826	1
271	27181	1
271	63699	1
271	9514	1
271	4641	1
271	74731	1
271	62208	1
271	34536	1
271	71756	1
271	63776	1
271	71607	1
271	76314	1
271	42028	1
271	32169	1
271	78028	1
271	51446	1
271	45238	1
271	7926	1
271	17934	1
271	13027	1
271	59401	1
271	63846	1
271	13065	1
271	37258	1
271	9714	1
271	13083	1
272	63898	1
272	32288	1
272	51771	1
272	32315	1
272	32324	1
272	70285	1
272	32336	1
272	32344	1
272	19715	1
272	32431	1
272	33511	1
272	70421	1
272	58071	1
272	58113	1
272	19904	1
272	209	1
272	26089	1
272	76722	1
272	19974	1
272	58198	1
272	58213	1
272	32637	1
272	58230	1
272	32661	1
272	70561	1
272	32697	1
272	42265	1
272	20067	1
272	32754	1
272	8604	1
272	58375	1
272	404	1
272	52192	1
272	76951	1
272	20175	1
272	76972	1
272	64382	1
272	32864	1
272	70745	1
272	52227	1
272	467	1
272	20245	1
272	6888	1
272	20286	1
272	20318	1
272	45850	1
272	77188	1
272	45956	1
272	45957	1
272	20589	1
272	77301	1
272	46092	1
272	7206	1
272	64799	1
272	26683	1
272	64820	1
272	26707	1
272	46217	1
272	33349	1
272	56157	1
272	52703	1
272	46237	1
272	77457	1
272	52716	1
272	33391	1
272	77479	1
272	42245	1
272	33414	1
272	77522	1
272	77523	1
272	26804	1
272	64943	1
272	77548	1
272	77558	1
272	33471	1
272	33479	1
272	77570	1
272	46335	1
272	33491	1
272	52808	1
272	33517	1
272	7512	1
272	26987	1
272	26992	1
272	27016	1
272	1139	1
272	7631	1
272	9962	1
272	58098	1
272	46526	1
272	7662	1
272	40004	1
272	40008	1
272	14329	1
272	46592	1
272	14363	1
272	7710	1
272	46621	1
272	9981	1
272	21034	1
272	65252	1
272	71687	1
272	53101	1
272	46709	1
272	1335	1
272	59288	1
272	77837	1
272	14594	1
272	7934	1
272	14646	1
272	53284	1
272	46882	1
272	3373	1
272	41184	1
272	14705	1
272	41186	1
272	1484	1
272	27452	1
272	14735	1
272	1541	1
272	1549	1
272	8081	1
272	34074	1
272	47068	1
272	1640	1
272	3407	1
272	21431	1
272	78307	1
272	34202	1
272	21498	1
272	21516	1
272	34275	1
272	1772	1
272	34301	1
272	34309	1
272	1859	1
272	32664	1
272	59793	1
272	34418	1
272	59802	1
272	1921	1
272	59852	1
272	34478	1
272	53717	1
272	8524	1
272	2084	1
272	40918	1
272	34611	1
272	15312	1
272	60073	1
272	53855	1
272	47538	1
272	2266	1
272	36045	1
272	47646	1
272	34842	1
272	41206	1
272	60247	1
272	41238	1
272	60274	1
272	41251	1
272	41416	1
272	2439	1
272	60310	1
272	47777	1
272	60322	1
272	47791	1
272	60344	1
272	54093	1
272	8941	1
272	66366	1
272	66378	1
272	47857	1
272	60408	1
272	60424	1
272	28264	1
272	35049	1
272	35051	1
272	72856	1
272	35075	1
272	72892	1
272	47949	1
272	2608	1
272	35134	1
272	54248	1
272	66538	1
272	22292	1
272	48059	1
272	41596	1
272	35251	1
272	79168	1
272	48139	1
272	15933	1
272	41628	1
272	73058	1
272	81107	1
272	9347	1
272	9361	1
272	48255	1
272	9388	1
272	48284	1
272	41773	1
272	22509	1
272	9448	1
272	66851	1
272	22202	1
272	35515	1
272	9593	1
272	54621	1
272	9598	1
272	9618	1
272	9625	1
272	67013	1
272	54721	1
272	67057	1
272	42039	1
272	9724	1
272	42053	1
272	73485	1
272	16327	1
272	16336	1
272	67133	1
272	35720	1
272	42116	1
272	16365	1
272	54860	1
272	42191	1
272	79086	1
272	29026	1
272	67252	1
272	16479	1
272	42239	1
272	67274	1
272	42262	1
272	29091	1
272	42268	1
272	67304	1
272	16542	1
272	29139	1
272	3337	1
272	16578	1
272	14733	1
272	42344	1
272	10057	1
272	73706	1
272	67408	1
272	3422	1
272	10118	1
272	36011	1
272	1531	1
272	67498	1
272	42520	1
272	73858	1
272	16847	1
272	49006	1
272	67640	1
272	67647	1
272	3692	1
272	23173	1
272	3698	1
272	67665	1
272	67679	1
272	23197	1
272	61397	1
272	67687	1
272	67720	1
272	74013	1
272	36280	1
272	10344	1
272	23258	1
272	67786	1
272	61486	1
272	34406	1
272	23286	1
272	36445	1
272	49329	1
272	17197	1
272	29721	1
272	17224	1
272	29794	1
272	17083	1
272	43001	1
272	49418	1
272	29832	1
272	55628	1
272	80527	1
272	47961	1
272	29965	1
272	23680	1
272	80629	1
272	30051	1
272	30088	1
272	55810	1
272	30109	1
272	55819	1
272	30128	1
272	4332	1
272	4344	1
272	30158	1
272	49734	1
272	4383	1
272	4386	1
272	30205	1
272	11010	1
272	36935	1
272	30264	1
272	4488	1
272	68379	1
272	23906	1
272	30328	1
272	37050	1
272	74648	1
272	80894	1
272	30404	1
272	30407	1
272	4601	1
272	11214	1
272	4622	1
272	80938	1
272	74686	1
272	4631	1
272	30451	1
272	30458	1
272	80986	1
272	71463	1
272	43615	1
272	81035	1
272	37171	1
272	56186	1
272	30556	1
272	11341	1
272	43676	1
272	43685	1
272	24190	1
272	17964	1
272	11431	1
272	24341	1
272	24359	1
272	11537	1
272	37393	1
272	56447	1
272	56458	1
272	56462	1
272	37420	1
272	50278	1
272	50292	1
272	81390	1
272	24475	1
272	37483	1
272	37503	1
272	18263	1
272	11692	1
272	29787	1
272	11727	1
272	11728	1
272	11766	1
272	30989	1
272	81561	1
272	69036	1
272	61680	1
272	56698	1
272	56717	1
272	75296	1
272	62818	1
272	56749	1
272	44149	1
272	56756	1
272	44183	1
272	18431	1
272	18436	1
272	18441	1
272	81723	1
272	29831	1
272	81745	1
272	9526	1
272	59748	1
272	62970	1
272	62976	1
272	12066	1
272	21605	1
272	30469	1
272	75489	1
272	75496	1
272	57007	1
272	50790	1
272	50796	1
272	12158	1
272	50837	1
272	12183	1
272	69415	1
272	50865	1
272	50898	1
272	50909	1
272	25073	1
272	57164	1
272	64832	1
272	12362	1
272	12370	1
272	12388	1
272	34439	1
272	75820	1
272	69627	1
272	75866	1
272	26733	1
272	31690	1
272	31712	1
272	44833	1
272	71373	1
272	25308	1
272	69772	1
272	38263	1
272	69782	1
272	41974	1
272	63494	1
272	69823	1
272	20755	1
272	76034	1
272	76037	1
272	38383	1
272	6081	1
272	63608	1
272	7392	1
272	77507	1
272	12843	1
272	51510	1
272	81722	1
272	38546	1
272	25736	1
272	13016	1
272	52228	1
272	76409	1
272	51719	1
273	14917	1
273	25303	1
273	28301	1
273	43686	1
273	22212	1
273	30289	1
273	75734	1
274	14272	1
274	49120	1
274	1777	1
274	62989	1
274	34437	1
274	50955	1
274	13760	1
274	45680	1
274	75218	1
274	1980	1
274	69159	1
274	62278	1
275	63890	1
275	21371	1
275	81652	1
275	62625	1
275	32581	1
275	49201	1
275	74179	1
275	24195	1
276	81388	1
276	4111	1
276	39033	1
276	18519	1
276	42000	1
276	66416	1
276	38061	1
276	9808	1
276	12759	1
276	36042	1
277	76435	1
277	54765	1
277	48597	1
277	8022	1
277	8792	1
277	16336	1
277	1518	1
277	1519	1
277	4903	1
277	32354	1
277	15265	1
277	19717	1
277	11516	1
277	8103	1
277	47027	1
277	65018	1
277	11544	1
277	58008	1
277	13253	1
277	54912	1
277	43867	1
277	13263	1
277	13275	1
277	62925	1
277	38331	1
277	5030	1
277	61406	1
277	61095	1
277	61112	1
277	50317	1
277	9965	1
277	61123	1
277	75085	1
277	16562	1
277	16566	1
277	62615	1
277	11671	1
277	34906	1
277	67362	1
277	42346	1
277	61162	1
277	26106	1
277	58175	1
277	51793	1
277	53513	1
277	59249	1
277	31467	1
277	45551	1
277	19993	1
277	52042	1
277	69701	1
277	50809	1
277	39015	1
277	70548	1
277	48051	1
277	70568	1
277	68999	1
277	1825	1
277	25647	1
277	8787	1
277	69007	1
277	5171	1
277	70596	1
277	69019	1
277	40722	1
277	40723	1
277	69274	1
277	69057	1
277	40769	1
277	31038	1
277	11820	1
277	67540	1
277	72260	1
277	40785	1
277	42716	1
277	10124	1
277	76922	1
277	53249	1
277	70710	1
277	40825	1
277	46979	1
277	408	1
277	36139	1
277	32851	1
277	59888	1
277	40850	1
277	81721	1
277	61343	1
277	6418	1
277	31153	1
277	13667	1
277	11927	1
277	15245	1
277	62898	1
277	66982	1
277	23181	1
277	35632	1
277	15269	1
277	58455	1
277	15274	1
277	80162	1
277	34599	1
277	9916	1
277	13689	1
277	21778	1
277	53258	1
277	5410	1
277	60227	1
277	2151	1
277	2185	1
277	17061	1
277	12507	1
277	74282	1
277	37894	1
277	18646	1
277	20909	1
277	72534	1
277	55442	1
277	13817	1
277	2198	1
277	13860	1
277	70615	1
277	65147	1
277	40759	1
277	15502	1
277	52515	1
277	70550	1
277	42208	1
277	42209	1
277	7169	1
277	46988	1
277	57158	1
277	56128	1
277	60281	1
277	76012	1
277	69514	1
277	75716	1
277	27988	1
277	46136	1
277	31771	1
277	75735	1
277	58744	1
277	76076	1
277	4076	1
277	12373	1
277	8917	1
277	22069	1
277	22073	1
277	7271	1
277	80478	1
277	61729	1
277	26672	1
277	47819	1
277	46209	1
277	44724	1
277	21465	1
277	75807	1
277	39711	1
277	77479	1
277	52733	1
277	20753	1
277	17423	1
277	73477	1
277	42161	1
277	58857	1
277	72885	1
277	75700	1
277	23431	1
277	77537	1
277	37925	1
277	36016	1
277	2612	1
277	54404	1
277	31731	1
277	40687	1
277	48009	1
277	48011	1
277	39814	1
277	6277	1
277	31091	1
277	54399	1
277	58987	1
277	59071	1
277	46790	1
277	48073	1
277	71457	1
277	48749	1
277	59002	1
277	38758	1
277	15903	1
277	33391	1
277	10962	1
277	15938	1
277	59074	1
277	15944	1
277	59830	1
277	19264	1
277	48655	1
277	79202	1
277	18708	1
277	9728	1
277	11030	1
277	80066	1
277	55686	1
277	9693	1
277	48210	1
277	70569	1
277	25781	1
277	40013	1
277	9357	1
277	49820	1
277	41713	1
277	65163	1
277	70457	1
277	64458	1
277	30312	1
277	68891	1
277	76132	1
277	9422	1
277	49873	1
277	49891	1
277	75601	1
277	32027	1
277	60750	1
277	71661	1
277	49911	1
277	48346	1
277	29510	1
277	1233	1
277	79347	1
277	23520	1
277	47010	1
277	74435	1
277	17175	1
277	4653	1
277	65312	1
277	30476	1
277	75924	1
277	17829	1
277	21139	1
277	76290	1
277	9581	1
277	51186	1
277	66942	1
277	15230	1
277	76309	1
277	66960	1
277	55277	1
277	21932	1
277	71800	1
277	43663	1
277	41947	1
277	40275	1
277	76359	1
277	21217	1
277	66257	1
277	4531	1
277	70189	1
277	74855	1
277	41993	1
277	54703	1
277	81135	1
277	54748	1
277	12978	1
277	60931	1
277	63865	1
277	37870	1
278	3674	1
278	18468	1
278	36841	1
278	74722	1
278	81562	1
278	4822	1
279	8387	1
279	31175	1
279	56715	1
279	14713	1
279	69088	1
279	28972	1
279	33285	1
279	59194	1
279	41770	1
279	11168	1
279	67688	1
279	68538	1
279	62930	1
279	75863	1
279	70424	1
279	52766	1
279	12075	1
279	22942	1
279	33484	1
279	68245	1
279	35645	1
2143	30189	1
2143	65890	1
2143	66660	1
2143	60251	1
2143	14725	1
2143	30282	1
2143	29838	1
2143	81719	1
2143	25941	1
2143	51468	1
2143	32793	1
2143	2149	1
2143	67320	1
2143	62990	1
2143	62938	1
2143	74763	1
2143	10048	1
2143	32149	1
2143	81069	1
2143	44487	1
2143	52644	1
2142	44552	1
2142	3539	1
2142	76363	1
2142	20698	1
2142	30352	1
2142	49986	1
2142	11812	1
2142	53520	1
2142	66612	1
2142	34166	1
2142	42586	1
2142	81700	1
2142	29831	1
2142	4145	1
2142	1950	1
2142	32114	1
2142	44652	1
3519	66279	1
3519	57905	1
3519	44580	1
3519	79228	1
3519	1549	1
3519	11104	1
3519	31151	1
3519	49467	1
3519	1233	1
3519	33311	1
3519	24384	1
3519	43103	1
3519	73217	1
3519	6903	1
3519	68477	1
3519	13679	1
3519	23790	1
3519	51125	1
3519	23986	1
3519	3778	1
3519	65292	1
3519	66972	1
3519	20769	1
3519	12036	1
3519	15344	1
3519	25659	1
3519	44668	1
3519	30018	1
3519	15782	1
3519	32573	1
3519	13784	1
3519	62947	1
3519	7058	1
3519	63069	1
3519	63442	1
3519	52047	1
3519	21209	1
3519	39053	1
3519	78460	1
3519	10549	1
3519	4772	1
3518	18005	1
3518	20120	1
3518	41237	1
3518	56329	1
3518	54422	1
3518	76092	1
3518	16416	1
3518	16883	1
3518	18489	1
3518	20261	1
3518	79750	1
3518	21074	1
3518	50313	1
3518	6519	1
3518	67753	1
3518	20768	1
3518	16547	1
3518	24494	1
3518	75096	1
3518	49601	1
3518	72814	1
3518	24522	1
3518	10019	1
3518	72923	1
3518	66954	1
3518	80694	1
3518	57471	1
3518	68423	1
3518	10953	1
3513	46910	1
3513	80013	1
3513	57516	1
3513	1951	1
3513	35829	1
3513	46143	1
3513	33682	1
3513	51099	1
3513	10772	1
3513	62956	1
3513	25236	1
3513	51990	1
3513	62645	1
3513	36791	1
3513	4714	1
3513	4723	1
3513	78739	1
3513	32155	1
3513	52034	1
3513	2279	1
3513	4097	1
3513	1803	1
3513	78450	1
3513	81978	1
3513	6315	1
3513	10538	1
3513	44927	1
3513	1890	1
3512	48574	1
3512	19256	1
3512	37660	1
3512	22411	1
3512	34022	1
3512	33942	1
3512	73085	1
3512	32851	1
3512	44207	1
3512	4501	1
3512	16882	1
3512	2027	1
3512	44225	1
3512	42209	1
3512	2065	1
3512	22113	1
3512	38127	1
3512	23816	1
3512	48357	1
3512	81375	1
3512	81425	1
3512	13704	1
3512	13735	1
3512	37865	1
3512	8257	1
3512	81460	1
3512	77566	1
3512	58176	1
3512	51913	1
3512	12950	1
3512	2238	1
3512	40266	1
3512	73735	1
3512	24133	1
3512	70973	1
3512	70536	1
3512	2271	1
3512	33097	1
3512	48501	1
3512	12998	1
3512	12999	1
3512	4767	1
3512	41134	1
3512	9673	1
3512	54330	1
3512	77564	1
3512	60210	1
3512	13078	1
3511	33274	1
3511	4945	1
3511	7386	1
3511	29003	1
3511	24240	1
3511	63836	1
3511	37591	1
3511	20379	1
3511	7445	1
3511	61415	1
3511	80079	1
3511	33291	1
3510	76774	1
3510	374	1
3510	36100	1
3510	56326	1
3510	74071	1
3510	18483	1
3510	23376	1
